_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","205","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","665","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","56167","59363","60373","NA","48820","51758","60918","56071","56069","56071","60918","56071","59499","1958","56167","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","1","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","207","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","545","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","60978","61810","62701","NA","48820","51758","63237","56071","56069","56071","63237","56071","61944","1958","60978","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","2","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","698","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","568","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1956","1958","63272","63783","65189","NA","48820","51758","65720","56071","56069","56071","65720","56071","63918","1958","63272","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","3","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","525","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","516","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","65756","66323","67500","NA","48820","51758","68023","56071","56069","56071","68023","56071","66455","1958","65756","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","4","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","385","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","420","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","68059","68688","69628","NA","48820","51758","70152","56071","56069","56071","70152","56071","68819","1958","68059","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","5","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","774","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","610","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","70188","70803","72325","NA","48820","51758","72856","56071","56069","56071","72856","56071","70937","1958","70188","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","6","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","633","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","582","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1956","1958","72892","73541","74901","NA","48820","51758","75432","56071","56069","56071","75432","56071","73683","1958","72892","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","7","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","498","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","566","NA","NA","legacy","experiment","18","even","legacy","0","200","south_west","1956","1958","75468","76148","77350","NA","48820","51758","77880","56071","56069","56071","77880","56071","76281","1958","75468","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","8","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","757","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","541","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1956","1958","77917","78867","80301","NA","48820","51758","80824","56071","56069","56071","80824","56071","79001","1958","77917","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","9","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","521","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","459","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1956","1958","80860","82255","83373","NA","48820","51758","83903","56071","56069","56071","83903","56071","82387","1958","80860","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","0","0","10","0","0","0","10","0","10","0","10","NA","Logs experimental data","NA","285","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","441","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","83939","84675","85540","NA","48820","51758","86072","56071","56069","56071","86072","56071","84810","1958","83938","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","0","0","11","0","0","0","11","0","11","0","11","NA","Logs experimental data","NA","274","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","511","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","86109","86691","87613","NA","48820","51758","88136","56071","56069","56071","88136","56071","86825","1958","86109","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","0","0","12","0","0","0","12","0","12","0","12","NA","Logs experimental data","NA","474","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","388","NA","NA","legacy","experiment","18","even","legacy","0","200","north_west","1956","1958","88171","88803","89806","NA","48820","51758","90337","56071","56069","56071","90337","56071","88939","1958","88171","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","0","0","13","0","0","0","13","0","13","0","13","NA","Logs experimental data","NA","633","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","322","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1956","1958","90372","91999","93093","NA","48820","51758","93621","56071","56069","56071","93621","56071","92132","1958","90372","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","0","0","14","0","0","0","14","0","14","0","14","NA","Logs experimental data","NA","612","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","358","NA","NA","legacy","experiment","18","even","legacy","0","200","south_west","1956","1958","93656","94615","95726","NA","48820","51758","96249","56071","56069","56071","96249","56071","94750","1958","93656","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","0","0","15","0","0","0","15","0","15","0","15","NA","Logs experimental data","NA","349","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","400","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1956","1958","96284","98447","99332","NA","48820","51758","99863","56071","56069","56071","99863","56071","98579","1958","96284","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","16","16","16","NA","0","0","16","0","0","0","16","0","16","0","16","NA","Logs experimental data","NA","493","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","370","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","99898","101075","102076","NA","48820","51758","102608","56071","56069","56071","102608","56071","101208","1958","99898","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","17","17","17","NA","0","0","17","0","0","0","17","0","17","0","17","NA","Logs experimental data","NA","708","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","295","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1956","1958","102643","103111","104253","NA","48820","51758","104774","56071","56069","56071","104774","56071","103245","1958","102643","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","18","18","18","NA","0","0","18","0","0","0","18","0","18","0","18","NA","Logs experimental data","NA","608","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","397","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","104809","105680","106821","NA","48820","51758","107352","56071","56069","56071","107352","56071","105812","1958","104809","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","19","19","19","NA","0","0","19","0","0","0","19","0","19","0","19","NA","Logs experimental data","NA","665","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","377","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","107387","108183","109365","NA","48820","51758","109897","56071","56069","56071","109897","56071","108317","1958","107387","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","20","20","20","NA","0","0","20","0","0","0","20","0","20","0","20","NA","Logs experimental data","NA","282","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","466","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","109932","110591","111477","NA","48820","51758","112009","56071","56069","56071","112009","56071","110725","1958","109932","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","21","21","21","NA","0","0","21","0","0","0","21","0","21","0","21","NA","Logs experimental data","NA","758","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","336","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","112044","112579","113812","NA","48820","51758","114341","56071","56069","56071","114341","56071","112715","1958","112044","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","22","22","22","NA","0","0","22","0","0","0","22","0","22","0","22","NA","Logs experimental data","NA","209","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","436","NA","NA","legacy","experiment","18","even","legacy","0","200","north_east","1956","1958","114376","115054","115837","NA","48820","51758","116359","56071","56069","56071","116358","56071","115188","1958","114376","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","23","23","23","NA","0","0","23","0","0","0","23","0","23","0","23","NA","Logs experimental data","NA","560","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","374","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1956","1958","116394","117347","118420","NA","48820","51758","118947","56071","56069","56071","118947","56071","117483","1958","116394","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","24","24","24","NA","0","0","24","0","0","0","24","0","24","0","24","NA","Logs experimental data","NA","464","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","right","right","left","4311","NA","2936","4311","352","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1956","1958","118983","119650","120604","NA","48820","51758","121128","56071","56069","56071","121128","56071","119784","1958","118983","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","25","25","25","NA","0","0","25","0","0","0","25","0","25","0","25","NA","Logs experimental data","NA","305","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","right","right","right","4311","NA","2936","4311","351","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1956","1958","121164","122003","122797","NA","48820","51758","123321","56071","56069","56071","123321","56071","122138","1958","121164","New experiment","NA","no","yes","1680","NA","NA"
