_prepare,_run,auto_log,background,bidi,block_trial_nr,bonus,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_high_reward,count_instructions_1,count_instructions_2,count_instructions_3,count_logger,count_low_reward,count_neut1_reward,count_neut2_reward,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,em1_end_position,em1_end_time,em1_start_position,em1_start_time,em2_end_position,em2_end_time,em2_start_position,em2_start_time,emcount,feedback_color,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,high_reward_location,ignore_missing,item,keyboard_backend,log_msg,looked_distractor,low_location,low_reward_location,mode,mouse_backend,neut1_location,neut2_location,not_fixated,order,points_received,ques_feedback,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions_1,response_instructions_2,response_instructions_3,response_key,response_time,response_time_feedback,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,sac_latency,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions_1,time_instructions_2,time_instructions_3,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,too_late,total_points,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","yes","#646464","no","0","NA","NA","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","(1031.300048828125, 361.8999938964844)","214509","(839.5999755859375, 525.9000244140625)","214477","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","688","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","438","NA","21041","12207","70845","406","NA","NA","legacy","experiment","5","odd","legacy","1","north_east","2078","2078","208298","213244","215047","NA","104122","125164","137373","215573","208221","208219","208221","215573","208221","213379","2078","208298","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","1","NA","NA","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","(671.5999755859375, 684.0999755859375)","217947","(836.0999755859375, 530.7000122070312)","217916","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","601","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","322","NA","21041","12207","70845","291","NA","NA","legacy","experiment","5","odd","legacy","1","south_west","2078","2078","215606","216887","218485","NA","104122","125164","137373","219004","208221","208219","208221","219003","208221","217022","2078","215606","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","2","NA","NA","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","0","0","2","0","0","0","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","(676.7999877929688, 347.70001220703125)","220336","(836.5, 539.5)","220303","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","556","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","281","NA","21041","12207","70845","248","NA","NA","legacy","experiment","5","odd","legacy","1","north_west","2078","2078","219033","219361","220874","NA","104122","125164","137373","221417","208221","208219","208221","221417","208221","219494","2078","219033","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","3","NA","NA","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","0","0","3","0","0","0","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","(1019.9000244140625, 326.6000061035156)","223146","(818.9000244140625, 521.4000244140625)","223108","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","782","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","452","NA","21041","12207","70845","414","NA","NA","legacy","experiment","5","odd","legacy","1","north_east","2078","2078","221447","221775","223684","NA","104122","125164","137373","224203","208221","208219","208221","224203","208221","221908","2078","221447","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","4","NA","NA","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","0","0","4","0","0","0","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","(659.9000244140625, 703.7000122070312)","225608","(832.4000244140625, 529.9000244140625)","225573","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","286","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","478","NA","21041","12207","70845","443","NA","NA","legacy","experiment","5","odd","legacy","1","south_west","2078","2078","224233","224711","226146","NA","104122","125164","137373","226675","208221","208219","208221","226675","208221","224840","2078","224233","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","5","NA","NA","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","0","0","5","0","0","0","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","(647.7000122070312, 705.2999877929688)","229946","(835.5999755859375, 520.0)","229887","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","661","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","465","NA","21041","12207","70845","406","NA","NA","legacy","experiment","5","odd","legacy","1","south_west","2078","2078","226705","228683","230484","NA","104122","125164","137373","231013","208221","208219","208221","231013","208221","228816","2078","226705","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","6","NA","NA","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","0","0","6","0","0","0","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","(654.2000122070312, 753.4000244140625)","232367","(850.2000122070312, 535.0999755859375)","232329","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","304","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","425","NA","21041","12207","70845","387","NA","NA","legacy","experiment","5","odd","legacy","1","south_west","2078","2078","231043","231500","232906","NA","104122","125164","137373","233437","208221","208219","208221","233437","208221","231635","2078","231043","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","7","NA","NA","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","0","0","7","0","0","0","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","(712.7999877929688, 668.0)","234718","(838.5999755859375, 546.2999877929688)","234689","(648.9000244140625, 737.2999877929688)","234865","(715.5, 660.4000244140625)","234829","2","#D8D800","448","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","487","NA","21041","12207","70845","451","NA","NA","legacy","experiment","5","odd","legacy","0","south_west","2078","2078","233467","233796","235405","NA","104122","125164","137373","235930","208221","208219","208221","235930","208221","233926","2078","233467","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","8","NA","NA","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","0","0","8","0","0","0","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","(685.4000244140625, 659.9000244140625)","238908","(831.9000244140625, 533.9000244140625)","238878","(630.7000122070312, 725.0)","239043","(687.7999877929688, 664.2000122070312)","239021","2","#D8D800","541","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","428","NA","21041","12207","70845","406","NA","NA","legacy","experiment","5","odd","legacy","0","south_west","2078","2078","235960","237938","239582","NA","104122","125164","137373","240107","208221","208219","208221","240107","208221","238070","2078","235960","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","9","NA","NA","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","0","0","9","0","0","0","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","(728.7000122070312, 379.70001220703125)","241236","(843.4000244140625, 531.7999877929688)","241204","(649.0, 342.70001220703125)","241355","(708.0, 371.79998779296875)","241324","2","#D8D800","243","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","440","NA","21041","12207","70845","409","NA","NA","legacy","experiment","5","odd","legacy","0","north_west","2078","2078","240137","240534","241895","NA","104122","125164","137373","242422","208221","208219","208221","242422","208221","240668","2078","240137","New experiment","1","0","NA","no","yes","1680","NA","NA"
