_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","0","0","10","0","0","0","10","0","10","0","10","NA","Logs experimental data","NA","684","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","593","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","85049","85427","86842","NA","41693","52868","87373","61237","61235","61237","87373","61237","85561","1947","85049","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","0","0","11","0","0","0","11","0","11","0","11","NA","Logs experimental data","NA","712","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","411","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","87409","87764","89026","NA","41693","52868","89557","61237","61235","61237","89557","61237","87899","1947","87409","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","0","0","12","0","0","0","12","0","12","0","12","NA","Logs experimental data","NA","696","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","441","NA","NA","legacy","experiment","18","even","legacy","0","200","south_west","1945","1947","89592","89920","91195","NA","41693","52868","91717","61237","61235","61237","91717","61237","90053","1947","89592","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","0","0","13","0","0","0","13","0","13","0","13","NA","Logs experimental data","NA","548","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","434","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","91752","92193","93314","NA","41693","52868","93845","61237","61235","61237","93845","61237","92327","1947","91752","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","0","0","14","0","0","0","14","0","14","0","14","NA","Logs experimental data","NA","465","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","463","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","93880","94545","95611","NA","41693","52868","96142","61237","61235","61237","96142","61237","94679","1947","93880","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","0","0","15","0","0","0","15","0","15","0","15","NA","Logs experimental data","NA","786","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","428","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","96177","96754","98107","NA","41693","52868","98638","61237","61235","61237","98638","61237","96888","1947","96177","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","16","16","16","NA","0","0","16","0","0","0","16","0","16","0","16","NA","Logs experimental data","NA","637","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","607","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","98673","99154","100531","NA","41693","52868","101059","61237","61235","61237","101058","61237","99282","1947","98673","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","17","17","17","NA","0","0","17","0","0","0","17","0","17","0","17","NA","Logs experimental data","NA","246","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","457","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","101094","101457","102298","NA","41693","52868","102829","61237","61235","61237","102829","61237","101591","1947","101094","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","18","18","18","NA","0","0","18","0","0","0","18","0","18","0","18","NA","Logs experimental data","NA","792","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","443","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","102865","103221","104594","NA","41693","52868","105124","61237","61235","61237","105124","61237","103355","1947","102865","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","19","19","19","NA","0","0","19","0","0","0","19","0","19","0","19","NA","Logs experimental data","NA","669","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","365","NA","NA","legacy","experiment","18","even","legacy","0","200","north_west","1945","1947","105160","105877","107051","NA","41693","52868","107574","61237","61235","61237","107574","61237","106011","1947","105160","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","20","20","20","NA","0","0","20","0","0","0","20","0","20","0","20","NA","Logs experimental data","NA","583","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","615","NA","NA","legacy","experiment","18","even","legacy","0","200","north_east","1945","1947","107610","108976","110315","NA","41693","52868","110838","61237","61235","61237","110838","61237","109112","1947","107610","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","21","21","21","NA","0","0","21","0","0","0","21","0","21","0","21","NA","Logs experimental data","NA","364","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","451","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","110874","113170","114123","NA","41693","52868","114646","61237","61235","61237","114646","61237","113304","1947","110874","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","22","22","22","NA","0","0","22","0","0","0","22","0","22","0","22","NA","Logs experimental data","NA","774","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","421","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","114682","115205","116539","NA","41693","52868","117062","61237","61235","61237","117062","61237","115340","1947","114682","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","23","23","23","NA","0","0","23","0","0","0","23","0","23","0","23","NA","Logs experimental data","NA","232","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","705","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","117097","119425","120498","NA","41693","52868","121024","61237","61235","61237","121024","61237","119558","1947","117097","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","24","24","24","NA","0","0","24","0","0","0","24","0","24","0","24","NA","Logs experimental data","NA","657","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","429","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1945","1947","121060","122288","123522","NA","41693","52868","124052","61237","61235","61237","124052","61237","122431","1947","121060","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","25","25","25","NA","0","0","25","0","0","0","25","0","25","0","25","NA","Logs experimental data","NA","441","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","661","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","124087","124515","125762","NA","41693","52868","126289","61237","61235","61237","126289","61237","124655","1947","124087","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","26","26","26","NA","0","0","26","0","0","0","26","0","26","0","26","NA","Logs experimental data","NA","768","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","458","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","126324","128118","129483","NA","41693","52868","130007","61237","61235","61237","130007","61237","128252","1947","126324","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","27","27","27","NA","0","0","27","0","0","0","27","0","27","0","27","NA","Logs experimental data","NA","510","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","473","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","130042","130530","131651","NA","41693","52868","132181","61237","61235","61237","132181","61237","130664","1947","130042","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","28","28","28","NA","0","0","28","0","0","0","28","0","28","0","28","NA","Logs experimental data","NA","596","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","388","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","132216","135761","136882","NA","41693","52868","137414","61237","61235","61237","137414","61237","135894","1947","132216","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","29","29","29","NA","0","0","29","0","0","0","29","0","29","0","29","NA","Logs experimental data","NA","490","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","371","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","137451","139092","140090","NA","41693","52868","140621","61237","61235","61237","140621","61237","139225","1947","137450","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","30","30","30","NA","0","0","30","0","0","0","30","0","30","0","30","NA","Logs experimental data","NA","598","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","377","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","140658","141089","142202","NA","41693","52868","142726","61237","61235","61237","142726","61237","141222","1947","140657","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","31","31","31","NA","0","0","31","0","0","0","31","0","31","0","31","NA","Logs experimental data","NA","565","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","432","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","142761","143388","144522","NA","41693","52868","145046","61237","61235","61237","145046","61237","143520","1947","142761","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","32","32","32","NA","0","0","32","0","0","0","32","0","32","0","32","NA","Logs experimental data","NA","796","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","440","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1945","1947","145081","145556","146931","NA","41693","52868","147462","61237","61235","61237","147462","61237","145689","1947","145081","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","33","33","33","NA","0","0","33","0","0","0","33","0","33","0","33","NA","Logs experimental data","NA","697","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","411","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","147499","147908","149154","NA","41693","52868","149686","61237","61235","61237","149686","61237","148041","1947","147498","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","34","34","34","NA","0","0","34","0","0","0","34","0","34","0","34","NA","Logs experimental data","NA","646","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","389","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","149721","150099","151266","NA","41693","52868","151799","61237","61235","61237","151799","61237","150227","1947","149721","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","35","35","35","NA","0","0","35","0","0","0","35","0","35","0","35","NA","Logs experimental data","NA","792","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","444","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1945","1947","151834","152484","153858","NA","41693","52868","154390","61237","61235","61237","154389","61237","152617","1947","151834","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","36","36","36","NA","0","0","36","0","0","0","36","0","36","0","36","NA","Logs experimental data","NA","640","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","368","NA","NA","legacy","experiment","18","even","legacy","1","200","south_east","1945","1947","154425","154903","156050","NA","41693","52868","156581","61237","61235","61237","156581","61237","155038","1947","154425","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","37","37","37","NA","0","0","37","0","0","0","37","0","37","0","37","NA","Logs experimental data","NA","760","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","429","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","156618","157147","158474","NA","41693","52868","158998","61237","61235","61237","158998","61237","157282","1947","156618","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","38","38","38","NA","0","0","38","0","0","0","38","0","38","0","38","NA","Logs experimental data","NA","723","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","420","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","159034","164930","166210","NA","41693","52868","166742","61237","61235","61237","166742","61237","165063","1947","159034","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","39","39","39","NA","0","0","39","0","0","0","39","0","39","0","39","NA","Logs experimental data","NA","240","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","476","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","166778","167356","168210","NA","41693","52868","168740","61237","61235","61237","168740","61237","167490","1947","166778","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","40","40","40","NA","0","0","40","0","0","0","40","0","40","0","40","NA","Logs experimental data","NA","228","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","388","NA","NA","legacy","experiment","18","even","legacy","1","200","north_east","1945","1947","168776","169457","170210","NA","41693","52868","170738","61237","61235","61237","170738","61237","169591","1947","168775","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","41","41","41","NA","0","0","41","0","0","0","41","0","41","0","41","NA","Logs experimental data","NA","448","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","500","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1945","1947","170774","171220","172306","NA","41693","52868","172837","61237","61235","61237","172837","61237","171355","1947","170773","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","42","42","42","NA","0","0","42","0","0","0","42","0","42","0","42","NA","Logs experimental data","NA","591","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","428","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","172873","173228","174386","NA","41693","52868","174913","61237","61235","61237","174913","61237","173362","1947","172872","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","43","43","43","NA","0","0","43","0","0","0","43","0","43","0","43","NA","Logs experimental data","NA","342","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","left","right","left","8367","NA","11173","8367","420","NA","NA","legacy","experiment","18","even","legacy","1","200","south_west","1945","1947","174950","175404","176306","NA","41693","52868","176834","61237","61235","61237","176834","61237","175538","1947","174950","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","44","44","44","NA","0","0","44","0","0","0","44","0","44","0","44","NA","Logs experimental data","NA","356","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","left","right","right","8367","NA","11173","8367","431","NA","NA","legacy","experiment","18","even","legacy","1","200","north_west","1945","1947","176869","177276","178202","NA","41693","52868","178731","61237","61235","61237","178731","61237","177410","1947","176869","New experiment","NA","no","yes","1680","NA","NA"
