_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,not_fixated,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","553","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","1","NA","NA","NA","0","NA","None","NA","space","space","None","25703","NA","55004","25703","NA","NA","1002","NA","NA","legacy","experiment","None","23","odd","legacy","0","200","north_east","2214","2215","274871","339616","341865","NA","NA","194066","249071","342396","274777","274774","274777","342396","274777","339749","2215","274871","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","580","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","None","NA","space","space","None","25703","NA","55004","25703","NA","NA","1002","NA","NA","legacy","experiment","None","23","odd","legacy","0","200","south_west","2214","2215","342442","345953","348253","NA","NA","194066","249071","348773","274777","274774","274777","348773","274777","346087","2215","342441","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","526","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","space","space","right","25703","NA","55004","25703","NA","NA","501","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","south_east","2214","2215","348809","349616","351318","NA","NA","194066","249071","351845","274777","274774","274777","351845","274777","349760","2215","348809","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","540","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","space","space","right","25703","NA","55004","25703","NA","NA","545","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_west","2214","2215","351881","352609","354373","NA","NA","194066","249071","354904","274777","274774","274777","354904","274777","352743","2215","351881","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","505","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","space","space","right","25703","NA","55004","25703","NA","NA","398","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_east","2214","2215","354940","355419","356965","NA","NA","194066","249071","357493","274777","274774","274777","357493","274777","355552","2215","354940","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","246","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","space","space","left","25703","NA","55004","25703","NA","NA","472","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_east","2214","2215","357530","358224","359326","NA","NA","194066","249071","359856","274777","274774","274777","359856","274777","358357","2215","357529","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","511","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","space","space","right","25703","NA","55004","25703","NA","NA","428","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_east","2214","2215","359892","360226","361814","NA","NA","194066","249071","362355","274777","274774","274777","362355","274777","360360","2215","359892","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","453","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","space","space","right","25703","NA","55004","25703","NA","NA","408","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_east","2214","2215","362391","362754","364206","NA","NA","194066","249071","364736","274777","274774","274777","364736","274777","362887","2215","362391","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","613","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","space","space","left","25703","NA","55004","25703","NA","NA","542","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","south_west","2214","2215","364773","365101","367006","NA","NA","194066","249071","367526","274777","274774","274777","367526","274777","365233","2215","364773","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","689","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","south_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","space","space","left","25703","NA","55004","25703","NA","NA","487","NA","NA","legacy","experiment","None","23","odd","legacy","1","200","north_east","2214","2215","367563","367905","369909","NA","NA","194066","249071","370438","274777","274774","274777","370438","274777","368039","2215","367563","NA","New experiment","NA","no","yes","1680","NA","NA"
