_prepare,_run,auto_log,background,bidi,block_trial_nr,bonus,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_high_reward,count_instructions_1,count_instructions_2,count_instructions_3,count_logger,count_low_reward,count_neut1_reward,count_neut2_reward,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,em1_end_position,em1_end_time,em1_start_position,em1_start_time,em2_end_position,em2_end_time,em2_start_position,em2_start_time,emcount,feedback_color,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,high_reward_location,ignore_missing,item,keyboard_backend,log_msg,looked_distractor,low_location,low_reward_location,mode,mouse_backend,neut1_location,neut2_location,not_fixated,order,points_received,ques_feedback,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions_1,response_instructions_2,response_instructions_3,response_key,response_time,response_time_feedback,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,sac_latency,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions_1,time_instructions_2,time_instructions_3,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,too_late,total_points,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","yes","#646464","no","0","NA","NA","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","(660.2999877929688, 652.5999755859375)","236300","(837.4000244140625, 527.2999877929688)","236258","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","361","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","650","NA","34006","41382","104726","608","NA","NA","legacy","experiment","19","odd","legacy","0","south_west","2093","2093","228274","235152","236839","NA","48074","82081","123464","237365","228193","228191","228193","237365","228193","235286","2093","228274","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","1","NA","NA","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","(671.7000122070312, 683.5)","240197","(845.7000122070312, 543.2999877929688)","240154","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","675","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","461","NA","34006","41382","104726","418","NA","NA","legacy","experiment","19","odd","legacy","1","south_west","2093","2093","237398","238929","240735","NA","48074","82081","123464","241266","228193","228191","228193","241266","228193","239058","2093","237398","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","2","NA","NA","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","0","0","2","0","0","0","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","(647.2999877929688, 672.0999755859375)","243006","(841.2999877929688, 537.0)","242961","(1026.0999755859375, 697.5)","243197","(635.0, 695.2000122070312)","243148","2","#D8D800","616","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","481","NA","34006","41382","104726","432","NA","NA","legacy","experiment","19","odd","legacy","0","south_east","2093","2093","241296","241970","243736","NA","48074","82081","123464","244261","228193","228191","228193","244261","228193","242097","2093","241296","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","3","NA","NA","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","0","0","3","0","0","0","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","(620.9000244140625, 702.0999755859375)","246724","(737.0, 674.2000122070312)","246699","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","505","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","1","NA","0","na","NA","0","NA","0","NA","space","space","space","0","328","NA","34006","41382","104726","303","NA","NA","legacy","experiment","19","odd","legacy","0","south_west","2093","2093","244291","245754","247263","NA","48074","82081","123464","247791","228193","228191","228193","247791","228193","245888","2093","244291","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","4","NA","NA","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","0","0","4","0","0","0","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","(644.7000122070312, 688.9000244140625)","254665","(618.2999877929688, 708.2999877929688)","252094","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","312","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","1","NA","0","na","NA","0","NA","0","NA","space","space","space","0","3159","NA","34006","41382","104726","588","NA","NA","legacy","experiment","19","odd","legacy","0","south_west","2093","2093","247821","251057","255202","NA","48074","82081","123464","255733","228193","228191","228193","255733","228193","251191","2093","247821","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","5","NA","NA","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","0","0","5","0","0","0","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","(635.2999877929688, 697.5)","258824","(847.2000122070312, 532.9000244140625)","258778","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","625","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","412","NA","34006","41382","104726","366","NA","NA","legacy","experiment","19","odd","legacy","1","south_west","2093","2093","255763","257648","259361","NA","48074","82081","123464","259888","228193","228191","228193","259888","228193","257783","2093","255763","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","6","NA","NA","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","0","0","6","0","0","0","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","(1050.800048828125, 676.0)","261805","(838.2000122070312, 529.9000244140625)","261761","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","313","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","415","NA","34006","41382","104726","371","NA","NA","legacy","experiment","19","odd","legacy","1","south_east","2093","2093","259918","260946","262343","NA","48074","82081","123464","262874","228193","228191","228193","262874","228193","261074","2093","259918","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","7","NA","NA","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","0","0","7","0","0","0","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","(669.2999877929688, 638.7000122070312)","265035","(834.0999755859375, 534.0999755859375)","264994","(626.4000244140625, 355.0)","265175","(657.7000122070312, 651.0999755859375)","265125","2","#D8D800","214","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","471","NA","34006","41382","104726","421","NA","NA","legacy","experiment","19","odd","legacy","0","north_west","2093","2093","262904","264352","265712","NA","48074","82081","123464","266241","228193","228191","228193","266241","228193","264487","2093","262904","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","8","NA","NA","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","0","0","8","0","0","0","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","(634.7999877929688, 272.1000061035156)","269132","(858.9000244140625, 524.5)","269084","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","405","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","333","NA","34006","41382","104726","285","NA","NA","legacy","experiment","19","odd","legacy","1","north_west","2093","2093","266271","268225","269670","NA","48074","82081","123464","270202","228193","228191","228193","270202","228193","268390","2093","266271","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","9","NA","NA","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","0","0","9","0","0","0","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","(1028.4000244140625, 293.20001220703125)","271697","(830.7000122070312, 524.0999755859375)","271659","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","473","NA","no","mono","no","18","NA","white","1050","south_west","south_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","north_west","south_east","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","355","NA","34006","41382","104726","317","NA","NA","legacy","experiment","19","odd","legacy","1","north_east","2093","2093","270232","270737","272235","NA","48074","82081","123464","272766","228193","228191","228193","272766","228193","270865","2093","270232","New experiment","0","0","NA","no","yes","1680","NA","NA"
