_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,not_fixated,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","335","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","478","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_west","1948","1948","150098","154276","155562","NA","NA","134516","145547","156089","150027","150025","150027","156089","150027","154407","1948","150098","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","603","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","left","left","right","4478","NA","11029","4478","NA","NA","641","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_east","1948","1948","156130","157172","159161","NA","NA","134516","145547","159692","150027","150025","150027","159692","150027","157307","1948","156130","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","664","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","473","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_east","1948","1948","159728","160556","162497","NA","NA","134516","145547","163017","150027","150025","150027","163017","150027","160690","1948","159728","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","471","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","468","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_east","1948","1948","163053","163963","165513","NA","NA","134516","145547","166040","150027","150025","150027","166040","150027","164097","1948","163053","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","772","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","673","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","south_east","1948","1948","166076","166564","168921","NA","NA","134516","145547","169449","150027","150025","150027","169449","150027","166698","1948","166076","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","760","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","left","left","right","4478","NA","11029","4478","NA","NA","587","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_west","1948","1948","169485","170154","172402","NA","NA","134516","145547","172932","150027","150025","150027","172932","150027","170289","1948","169485","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","384","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","567","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_west","1948","1948","172968","173828","175313","NA","NA","134516","145547","175833","150027","150025","150027","175833","150027","173971","1948","172968","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","212","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","left","NA","left","left","left","4478","NA","11029","4478","NA","NA","587","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","south_east","1948","1948","175869","176347","177497","NA","NA","134516","145547","178028","150027","150025","150027","178028","150027","176481","1948","175869","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","400","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","left","left","right","4478","NA","11029","4478","NA","NA","562","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","north_west","1948","1948","178064","178564","180065","NA","NA","134516","145547","180584","150027","150025","150027","180584","150027","178698","1948","178064","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","337","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","0","NA","NA","NA","0","NA","right","NA","left","left","right","4478","NA","11029","4478","NA","NA","627","NA","NA","legacy","experiment","None","13","odd","legacy","1","200","south_west","1948","1948","180620","181027","182465","NA","NA","134516","145547","182995","150027","150025","150027","182995","150027","181158","1948","180620","NA","New experiment","NA","no","yes","1680","NA","NA"
