_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,not_fixated,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","351","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","right","NA","right","space","right","13118","NA","26950","13118","NA","NA","503","NA","NA","legacy","experiment","None","2","even","legacy","1","200","south_west","1952","1952","85911","87796","89141","NA","NA","45751","72702","89673","85822","85820","85822","89673","85822","87929","1952","85911","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","271","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","right","NA","right","space","right","13118","NA","26950","13118","NA","NA","741","NA","NA","legacy","experiment","None","2","even","legacy","1","200","north_west","1952","1952","89715","91263","92685","NA","NA","45751","72702","93208","85822","85820","85822","93208","85822","91396","1952","89715","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","219","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","left","NA","right","space","left","13118","NA","26950","13118","NA","NA","612","NA","NA","legacy","experiment","None","2","even","legacy","1","200","north_west","1952","1952","93244","94502","95693","NA","NA","45751","72702","96224","85822","85820","85822","96224","85822","94636","1952","93244","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","589","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","left","NA","right","space","left","13118","NA","26950","13118","NA","NA","855","NA","NA","legacy","experiment","None","2","even","legacy","1","200","north_east","1952","1952","96260","97366","99540","NA","NA","45751","72702","100070","85822","85820","85822","100070","85822","97500","1952","96260","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","585","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","right","NA","right","space","right","13118","NA","26950","13118","NA","NA","775","NA","NA","legacy","experiment","None","2","even","legacy","1","200","north_east","1952","1952","100106","101207","103292","NA","NA","45751","72702","103823","85822","85820","85822","103823","85822","101341","1952","100106","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","604","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","right","NA","right","space","right","13118","NA","26950","13118","NA","NA","672","NA","NA","legacy","experiment","None","2","even","legacy","1","200","south_west","1952","1952","103859","105043","107061","NA","NA","45751","72702","107588","85822","85820","85822","107588","85822","105174","1952","103859","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","351","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","right","NA","right","space","right","13118","NA","26950","13118","NA","NA","627","NA","NA","legacy","experiment","None","2","even","legacy","1","200","south_east","1952","1952","107624","109007","110477","NA","NA","45751","72702","111007","85822","85820","85822","111007","85822","109140","1952","107624","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","206","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","left","NA","right","space","left","13118","NA","26950","13118","NA","NA","997","NA","NA","legacy","experiment","None","2","even","legacy","1","200","north_east","1952","1952","111043","112462","114013","NA","NA","45751","72702","114536","85822","85820","85822","114536","85822","112596","1952","111043","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","403","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","left","NA","right","space","left","13118","NA","26950","13118","NA","NA","645","NA","NA","legacy","experiment","None","2","even","legacy","1","200","south_west","1952","1952","114572","115918","117508","NA","NA","45751","72702","118038","85822","85820","85822","118038","85822","116052","1952","114571","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","643","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","0","NA","NA","NA","0","NA","left","NA","right","space","left","13118","NA","26950","13118","NA","NA","657","NA","NA","legacy","experiment","None","2","even","legacy","1","200","south_west","1952","1952","118074","119411","121492","NA","NA","45751","72702","122024","85822","85820","85822","122024","85822","119542","1952","118073","NA","New experiment","NA","no","yes","1680","NA","NA"
