RECORDING_SESSION_LABEL,answer,block_number,c_target,fix_to_stim,high_location,low_location,response_key,response_time,target_correct,target_position,trial_number,CURRENT_FIX_BLINK_AROUND,CURRENT_FIX_END,CURRENT_FIX_INDEX,CURRENT_FIX_DURATION,CURRENT_FIX_START,CURRENT_FIX_X,CURRENT_FIX_Y,NEXT_SAC_DURATION,NEXT_SAC_DIRECTION,NEXT_SAC_CONTAINS_BLINK,NEXT_SAC_AMPLITUDE,NEXT_SAC_ANGLE,NEXT_SAC_AVG_VELOCITY,NEXT_SAC_END_TIME,NEXT_SAC_END_X,NEXT_SAC_END_Y,NEXT_SAC_INDEX,NEXT_SAC_PEAK_VELOCITY,NEXT_SAC_START_X,NEXT_SAC_START_Y,NEXT_SAC_START_TIME,PREVIOUS_FIX_BLINK_AROUND
SRC01TE1,left,0,left,628,north_west,south_east,left,397,1,north_east,0,NONE,532,1,526,7,834.9,511.1,22,LEFT,FALSE,1.56,140.68,70.99,554,773.7,460.1,1,105.23,832.3,508.2,533,.
SRC01TE1,left,0,left,628,north_west,south_east,left,397,1,north_east,0,NONE,929,2,375,555,760.1,451.5,26,UP,FALSE,2.49,80.19,95.89,955,779.1,328.9,2,116.23,758.5,448.3,930,NONE
SRC01TE1,left,0,left,628,north_west,south_east,left,397,1,north_east,0,NONE,1005,3,50,956,774.8,305.8,39,RIGHT,FALSE,7.11,9.84,182.25,1044,1110.3,249.2,3,351.86,768.9,308.4,1006,NONE
SRC01TE1,left,0,left,628,north_west,south_east,left,397,1,north_east,0,NONE,1173,4,129,1045,1082.2,260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,257,north_west,south_east,right,408,0,north_east,1,NONE,538,1,532,7,839,528.9,36,UP,FALSE,3.14,93.32,87.11,574,827.1,380.2,1,109.43,835.9,532.2,539,.
SRC01TE1,left,0,left,257,north_west,south_east,right,408,0,north_east,1,NONE,643,2,69,575,817.5,388.4,33,RIGHT,FALSE,4.65,9.39,140.95,676,1033.7,352.9,2,264.52,810.9,389.8,644,NONE
SRC01TE1,left,0,left,257,north_west,south_east,right,408,0,north_east,1,NONE,800,3,124,677,1012.2,364.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,608,north_west,south_east,right,791,1,north_east,2,NONE,478,1,472,7,836.5,517.8,22,RIGHT,FALSE,1.93,15.69,87.51,500,921.1,494.9,1,123.65,831.2,520.2,479,.
SRC01TE1,right,0,right,608,north_west,south_east,right,791,1,north_east,2,NONE,770,2,270,501,908.4,488.2,32,DOWN,FALSE,4.27,-115.16,133.57,802,813.1,672,2,224.35,901.4,483.2,771,NONE
SRC01TE1,right,0,right,608,north_west,south_east,right,791,1,north_east,2,NONE,945,3,143,803,804.3,665.3,31,RIGHT,FALSE,3.3,-8.77,106.5,976,960.8,687.5,3,189.05,801.9,662.8,946,NONE
SRC01TE1,right,0,right,608,north_west,south_east,right,791,1,north_east,2,NONE,1056,4,80,977,947.9,688.7,51,UP,FALSE,8.77,74.9,172.01,1107,1057.2,276.5,4,300.43,945.7,691.1,1057,NONE
SRC01TE1,right,0,right,608,north_west,south_east,right,791,1,north_east,2,NONE,1535,5,428,1108,1033,320,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,464,north_west,south_east,right,736,0,south_east,3,NONE,362,1,356,7,837.4,528.5,30,UP,FALSE,2.69,55.71,89.67,392,911.9,429.4,1,127.8,838.4,537.3,363,.
SRC01TE1,left,0,left,464,north_west,south_east,right,736,0,south_east,3,NONE,736,2,344,393,877.7,405.8,42,RIGHT,FALSE,5.36,20.02,127.51,778,1117.2,324.3,2,227.85,872.4,413.5,737,NONE
SRC01TE1,left,0,left,464,north_west,south_east,right,736,0,south_east,3,NONE,970,3,192,779,1098.4,339,17,LEFT,FALSE,0.98,-166.37,57.36,987,1048.9,352.8,3,78.6,1095.1,341.6,971,NONE
SRC01TE1,left,0,left,464,north_west,south_east,right,736,0,south_east,3,NONE,1338,4,351,988,1047.3,356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,330,north_west,south_east,right,588,1,north_east,4,NONE,634,1,628,7,838.2,544.9,35,RIGHT,FALSE,3.39,29.94,96.84,669,972.9,477.1,1,137.91,830.3,559.4,635,.
SRC01TE1,right,0,right,330,north_west,south_east,right,588,1,north_east,4,NONE,718,2,49,670,965.9,481.9,26,UP,FALSE,2.53,47.84,97.27,744,1044.5,392.4,2,166.33,962,483.6,719,NONE
SRC01TE1,right,0,right,330,north_west,south_east,right,588,1,north_east,4,NONE,930,3,186,745,1033.8,393.8,12,UP,FALSE,0.7,51.79,58.64,942,1051.5,366.5,3,60.61,1030.3,393.4,931,NONE
SRC01TE1,right,0,right,330,north_west,south_east,right,588,1,north_east,4,NONE,1038,4,96,943,1045.5,360.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,427,north_west,south_east,right,543,1,north_east,5,NONE,562,1,556,7,847.2,518.4,23,UP,FALSE,1.49,109.48,64.59,585,812.6,447,1,80.48,836.6,515,563,.
SRC01TE1,right,0,right,427,north_west,south_east,right,543,1,north_east,5,NONE,727,2,142,586,796,439.8,69,RIGHT,FALSE,6.12,25.69,88.74,796,1058.5,314.7,2,239.37,790.6,443.7,728,NONE
SRC01TE1,right,0,right,427,north_west,south_east,right,543,1,north_east,5,NONE,1109,3,313,797,1044.7,320.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,692,north_west,south_east,left,714,0,south_west,6,NONE,398,1,392,7,840.6,522.7,32,RIGHT,FALSE,2.42,40.36,75.76,430,929.8,443.5,1,109.67,840.2,519.8,399,.
SRC01TE1,right,0,right,692,north_west,south_east,left,714,0,south_west,6,NONE,654,2,224,431,903.7,432.3,22,RIGHT,FALSE,1.89,33.79,85.68,676,967.7,384,2,129.13,891.8,434.9,655,NONE
SRC01TE1,right,0,right,692,north_west,south_east,left,714,0,south_west,6,NONE,989,3,313,677,942.5,381.1,25,RIGHT,FALSE,2.52,30.95,100.87,1014,1042.4,314.3,3,161.37,937.3,377.4,990,NONE
SRC01TE1,right,0,right,692,north_west,south_east,left,714,0,south_west,6,NONE,1264,4,250,1015,1033.6,317.6,51,LEFT,FALSE,11.8,-137.69,231.37,1315,607.3,706,4,412.36,1034,316.8,1265,NONE
SRC01TE1,right,0,right,692,north_west,south_east,left,714,0,south_west,6,NONE,1542,5,227,1316,602,703.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,651,north_west,south_east,left,607,1,north_west,7,NONE,388,1,382,7,858.2,546.5,9,.,FALSE,0.48,170.86,53.14,397,837.4,548.9,1,46.28,860.3,552.6,389,.
SRC01TE1,left,0,left,651,north_west,south_east,left,607,1,north_west,7,NONE,831,2,434,398,835.8,534.1,22,UP,FALSE,1.88,57.06,85.59,853,880.6,453.3,2,121.06,831,530.1,832,NONE
SRC01TE1,left,0,left,651,north_west,south_east,left,607,1,north_west,7,NONE,1045,3,192,854,870.1,453.2,40,LEFT,FALSE,5.44,164.07,136.12,1085,620.2,383.3,3,199.32,874.4,456,1046,NONE
SRC01TE1,left,0,left,651,north_west,south_east,left,607,1,north_west,7,NONE,1403,4,318,1086,613.8,389.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,700,north_west,south_east,left,521,1,north_east,8,NONE,1367,1,1361,7,849.3,513.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,right,0,right,377,north_west,south_east,right,667,1,north_east,9,NONE,1178,1,1172,7,842.4,527.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,571,north_west,south_east,left,762,1,north_west,10,NONE,1466,1,1460,7,836.2,528.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,223,north_west,south_east,left,567,1,north_east,11,NONE,923,1,917,7,838.7,525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,right,0,right,647,north_west,south_east,right,494,1,north_west,12,NONE,422,1,416,7,833.7,523.6,24,UP,FALSE,1.57,52.07,65.33,446,878.8,460.4,1,98.65,832.1,520.5,423,.
SRC01TE1,right,0,right,647,north_west,south_east,right,494,1,north_west,12,NONE,1028,2,582,447,853.3,453.4,23,LEFT,FALSE,2,-149.24,87.1,1051,775.9,511.1,2,127.32,859.3,461.3,1029,NONE
SRC01TE1,right,0,right,647,north_west,south_east,right,494,1,north_west,12,NONE,1231,3,180,1052,774.5,521.5,44,RIGHT,FALSE,1.39,6.48,31.5,1275,844,514.4,3,111.13,777.2,522,1232,NONE
SRC01TE1,right,0,right,399,north_west,south_east,right,731,1,north_east,13,NONE,1272,1,1266,7,835.9,533.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,right,0,right,707,north_west,south_east,right,513,1,south_west,14,NONE,1122,1,1116,7,836.4,520,25,LEFT,FALSE,2.17,-163.63,86.65,1147,739,537.4,1,118.43,839.8,507.7,1123,.
SRC01TE1,right,0,right,707,north_west,south_east,right,513,1,south_west,14,NONE,1294,2,147,1148,739,536.2,24,RIGHT,FALSE,2.34,18.43,97.53,1318,844,501.8,2,153.51,736.3,537.8,1295,NONE
SRC01TE1,right,0,right,707,north_west,south_east,right,513,1,south_west,14,NONE,1360,3,42,1319,844.6,498.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,424,north_west,south_east,left,501,1,south_west,15,NONE,778,1,772,7,839.6,514.9,34,LEFT,FALSE,3.54,-151.19,104.15,812,687.5,591.6,1,153.77,838.3,508.5,779,.
SRC01TE1,left,0,left,424,north_west,south_east,left,501,1,south_west,15,NONE,953,2,141,813,689.2,591.9,34,RIGHT,FALSE,3.63,32.51,106.64,987,834.6,499.5,2,164.56,686,594.4,954,NONE
SRC01TE1,left,0,left,424,north_west,south_east,left,501,1,south_west,15,NONE,1059,3,72,988,822,504.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,411,north_west,south_east,right,786,1,south_east,16,NONE,1335,1,1329,7,828.9,507.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,348,north_west,south_east,left,673,1,north_east,17,NONE,1167,1,1161,7,825.2,536.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,right,0,right,297,north_west,south_east,right,646,1,north_west,18,NONE,823,1,817,7,845.6,515.2,21,LEFT,FALSE,1.33,149.8,63.5,844,786.5,479.3,1,66.38,842.4,511.9,824,.
SRC01TE1,right,0,right,297,north_west,south_east,right,646,1,north_west,18,NONE,1016,2,172,845,774.1,476.8,22,RIGHT,FALSE,1.82,-8.96,82.83,1038,857.4,489.1,2,123.15,770.1,475.3,1017,NONE
SRC01TE1,right,0,right,297,north_west,south_east,right,646,1,north_west,18,NONE,1082,3,44,1039,843.4,491.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,636,north_west,south_east,left,685,1,south_east,19,NONE,1466,1,1460,7,845.4,523.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,564,north_west,south_east,left,467,1,south_west,20,NONE,942,1,936,7,838.9,532.2,30,LEFT,FALSE,2.6,-162.03,86.76,972,709.2,565,1,117.2,829.4,525.9,943,.
SRC01TE1,left,0,left,564,north_west,south_east,left,467,1,south_west,20,NONE,1097,2,125,973,708.8,565.9,24,RIGHT,FALSE,2.5,17.31,104.37,1121,823.9,534.6,2,159.52,707.8,570.9,1098,NONE
SRC01TE1,left,0,left,564,north_west,south_east,left,467,1,south_west,20,NONE,1178,3,57,1122,821.8,533.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,589,north_west,south_east,right,505,1,south_west,21,NONE,86,1,80,7,843.1,531,6,.,FALSE,0.3,-176.12,50.63,92,827.1,534.1,1,36.38,841.8,533.1,87,.
SRC01TE1,right,0,right,589,north_west,south_east,right,505,1,south_west,21,NONE,1211,2,1119,93,830.7,538.1,30,.,FALSE,0.39,60.51,12.84,1241,841.7,510.7,2,42.34,832.5,527,1212,NONE
SRC01TE1,left,0,left,331,north_west,south_east,left,490,1,south_west,22,NONE,439,1,433,7,838.7,508.9,7,.,FALSE,0.33,4.28,47.26,446,849.8,502.8,1,38.88,833.8,504,440,.
SRC01TE1,left,0,left,331,north_west,south_east,left,490,1,south_west,22,NONE,955,2,509,447,840.6,499.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,214,north_west,south_east,left,638,1,north_east,23,NONE,556,1,550,7,831.5,524.7,28,LEFT,FALSE,3.13,-152.07,111.79,584,696.2,600.7,1,169.87,830.6,529.3,557,.
SRC01TE1,left,0,left,214,north_west,south_east,left,638,1,north_east,23,NONE,742,2,158,585,682.1,600.9,28,RIGHT,FALSE,2.97,24.14,106.13,770,811.6,541.4,2,176.34,679.8,600.7,743,NONE
SRC01TE1,left,0,left,214,north_west,south_east,left,638,1,north_east,23,NONE,911,3,141,771,790.7,543.2,20,RIGHT,FALSE,1.35,43.49,67.5,931,831.1,496.8,3,97.65,783.6,542,912,NONE
SRC01TE1,left,0,left,214,north_west,south_east,left,638,1,north_east,23,NONE,986,4,55,932,822.4,500.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,293,north_west,south_east,left,723,1,north_east,24,NONE,1150,1,1144,7,845.6,534.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,585,north_west,south_east,left,618,1,north_east,25,NONE,995,1,989,7,847.4,531,24,RIGHT,FALSE,1.76,17.72,73.23,1019,930.8,511.7,1,115.6,849.6,537.7,996,.
SRC01TE1,left,0,left,585,north_west,south_east,left,618,1,north_east,25,NONE,1171,2,152,1020,913.6,517.5,18,LEFT,FALSE,1.21,-168.47,67.46,1189,848.9,530.9,2,91.34,906.6,519.1,1172,NONE
SRC01TE1,left,0,left,585,north_west,south_east,left,618,1,north_east,25,NONE,1338,3,149,1190,846.6,529.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,746,north_west,south_east,right,500,1,south_west,26,NONE,1147,1,1141,7,840.2,544.2,18,LEFT,FALSE,1.2,-149.22,66.66,1165,792.2,576.9,1,78.12,842.2,547,1148,.
SRC01TE1,right,0,right,746,north_west,south_east,right,500,1,south_west,26,NONE,1279,2,114,1166,774.6,581.4,21,RIGHT,FALSE,1.73,20.61,82.15,1300,851.3,555.2,2,120.57,772.9,584.8,1280,NONE
SRC01TE1,right,0,right,746,north_west,south_east,right,500,1,south_west,26,NONE,1382,3,82,1301,857.2,537.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,626,north_west,south_east,right,850,1,south_east,27,NONE,1189,1,1183,7,844.5,537,21,RIGHT,FALSE,1.53,-3.53,73.09,1210,918.7,534.8,1,107.35,844.4,530.2,1190,.
SRC01TE1,right,0,right,626,north_west,south_east,right,850,1,south_east,27,NONE,1372,2,162,1211,901.2,541.3,17,LEFT,FALSE,1.2,164.1,70.62,1389,844,525.2,2,87.33,900,541.2,1373,NONE
SRC01TE1,right,0,right,626,north_west,south_east,right,850,1,south_east,27,NONE,1602,3,213,1390,844.9,529.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,336,north_west,south_east,left,706,1,north_west,28,NONE,414,1,408,7,837.5,522.4,6,.,FALSE,0.27,5.74,44.55,420,835.2,510.5,1,32.64,822.3,511.8,415,.
SRC01TE1,left,0,left,336,north_west,south_east,left,706,1,north_west,28,NONE,1178,2,758,421,827.4,507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,270,north_west,south_east,right,704,1,north_east,29,NONE,801,1,795,7,829.1,513.6,22,.,FALSE,0.39,34.72,17.9,823,845.2,495.7,1,61.42,829.5,506.6,802,.
SRC01TE1,right,0,right,270,north_west,south_east,right,704,1,north_east,29,NONE,1112,2,289,824,837,492.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,621,north_west,south_east,right,458,1,south_west,30,NONE,457,1,451,7,832.8,533.4,18,.,FALSE,0.28,71.53,15.55,475,840.4,523.1,1,38.06,836.1,536,458,.
SRC01TE1,right,0,right,621,north_west,south_east,right,458,1,south_west,30,NONE,989,2,514,476,836.1,517.4,26,LEFT,FALSE,2.23,-163.62,85.79,1015,733.9,538.5,2,116.75,837.8,507.9,990,NONE
SRC01TE1,right,0,right,621,north_west,south_east,right,458,1,south_west,30,NONE,1118,3,103,1016,732,540.8,24,RIGHT,FALSE,2.51,18.59,104.76,1142,841.4,503,3,164.54,725.7,542,1119,NONE
SRC01TE1,right,0,right,621,north_west,south_east,right,458,1,south_west,30,NONE,1213,4,71,1143,834.7,504.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,759,north_west,south_east,right,636,0,north_east,31,NONE,360,1,354,7,842.4,529.2,8,.,FALSE,0.44,-179.73,55.16,368,819.5,529.3,1,43.64,840.9,529.2,361,.
SRC01TE1,left,0,left,759,north_west,south_east,right,636,0,north_east,31,NONE,1530,2,1162,369,826.6,518.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,507,north_west,south_east,right,652,0,north_west,32,NONE,428,1,422,7,854.5,551.2,16,.,FALSE,0.18,136.54,11.01,444,839.6,552.9,1,29.75,845.8,558.8,429,.
SRC01TE1,left,0,left,507,north_west,south_east,right,652,0,north_west,32,NONE,706,2,262,445,833.8,548.1,16,.,FALSE,0.2,20.27,12.23,722,838.5,540.9,2,33.24,829.6,544.2,707,NONE
SRC01TE1,left,0,left,507,north_west,south_east,right,652,0,north_west,32,NONE,1307,3,585,723,830.6,542.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,555,north_west,south_east,right,997,1,north_west,33,NONE,1571,1,1565,7,847.7,539.8,17,.,FALSE,0.36,179.34,20.98,1588,824.3,537,1,43.37,841.6,537.2,1572,.
SRC01TE1,right,0,right,555,north_west,south_east,right,997,1,north_west,33,NONE,1691,2,103,1589,828.4,540,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,539,north_west,south_east,right,818,1,north_east,34,NONE,1362,1,1356,7,840.6,521.8,20,RIGHT,FALSE,0.98,4.21,49,1382,888.9,517.2,1,82.19,841.5,520.7,1363,.
SRC01TE1,right,0,right,539,north_west,south_east,right,818,1,north_east,34,NONE,1490,2,108,1383,871,516.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,593,north_west,south_east,right,580,1,south_west,35,NONE,1305,1,1299,7,846.4,519.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,596,north_west,south_east,left,543,1,south_east,36,NONE,1274,1,1268,7,834.6,521.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,right,0,right,472,north_west,south_east,right,839,1,south_east,37,NONE,1235,1,1229,7,832.2,518.9,20,RIGHT,FALSE,1.21,-1.37,60.43,1255,888.1,520.3,1,90.14,829.5,518.9,1236,.
SRC01TE1,right,0,right,472,north_west,south_east,right,839,1,south_east,37,NONE,1445,2,190,1256,869.1,526.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,412,north_west,south_east,right,643,1,north_west,38,NONE,1012,1,1006,7,812.7,521.9,10,.,FALSE,0.46,46.57,46.19,1022,814.2,504.2,1,41.79,798.8,520.5,1013,.
SRC01TE1,right,0,right,412,north_west,south_east,right,643,1,north_west,38,NONE,1189,2,167,1023,808.7,501.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,369,north_west,south_east,right,534,1,north_west,39,NONE,1037,1,1031,7,844.9,522.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,475,north_west,south_east,left,531,1,north_west,40,NONE,1003,1,997,7,848.7,531.8,19,LEFT,FALSE,0.98,149.42,51.68,1022,815.7,524.7,1,70.89,856.7,549,1004,.
SRC01TE1,left,0,left,475,north_west,south_east,left,531,1,north_west,40,NONE,1146,2,124,1023,808.4,525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,509,north_west,south_east,right,550,1,south_east,41,NONE,1071,1,1065,7,844.7,506.2,20,RIGHT,FALSE,0.79,5.98,39.49,1091,891.4,500.6,1,73.46,853.3,504.6,1072,.
SRC01TE1,right,0,right,509,north_west,south_east,right,550,1,south_east,41,NONE,1192,2,101,1092,878.1,502.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,782,north_west,south_east,left,516,1,south_west,42,NONE,84,1,78,7,839.3,527.1,9,.,FALSE,0.41,178.85,45.6,93,813.7,528.1,1,43.2,833.6,528.5,85,.
SRC01TE1,left,0,left,782,north_west,south_east,left,516,1,south_west,42,NONE,1434,2,1341,94,815.5,506.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,293,north_west,south_east,right,593,1,north_east,43,NONE,887,1,881,7,835.5,542.5,21,.,FALSE,0.2,73.6,9.39,908,836.6,535.1,1,49.49,833.9,544.3,888,.
SRC01TE1,right,0,right,293,north_west,south_east,right,593,1,north_east,43,NONE,1022,2,114,909,832.7,537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,721,north_west,south_east,right,702,0,north_west,44,NONE,1101,1,1095,7,839.3,515.4,35,LEFT,FALSE,2.88,-160.88,82.28,1136,711.6,538.6,1,137.05,843.7,492.7,1102,.
SRC01TE1,left,0,left,721,north_west,south_east,right,702,0,north_west,44,NONE,1262,2,126,1137,719.2,535.3,27,RIGHT,FALSE,2.97,22.51,109.95,1289,849.2,479.3,2,190.05,716.2,534.6,1263,NONE
SRC01TE1,left,0,left,721,north_west,south_east,right,702,0,north_west,44,NONE,1466,3,177,1290,835.4,483.5,8,.,FALSE,0.34,34.82,42.79,1474,853.4,473.9,3,35.44,839.8,483.4,1467,NONE
SRC01TE1,left,0,left,721,north_west,south_east,right,702,0,north_west,44,NONE,1562,4,88,1475,844.9,470.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,254,north_west,south_east,left,814,1,north_west,45,NONE,1202,1,1196,7,831.6,533.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,302,north_west,south_east,left,622,1,south_east,46,NONE,915,1,909,7,846.6,533.5,21,RIGHT,FALSE,0.82,-4.62,38.91,936,876.9,535.2,1,78.07,837.4,532,916,.
SRC01TE1,left,0,left,302,north_west,south_east,left,622,1,south_east,46,NONE,1058,2,122,937,857.5,531.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,483,north_west,south_east,left,573,1,south_east,47,NONE,858,1,852,7,840,518.1,26,RIGHT,FALSE,2.33,-18.56,89.67,884,939.9,549.4,1,148.65,832.6,513.3,859,.
SRC01TE1,left,0,left,483,north_west,south_east,left,573,1,south_east,47,NONE,1020,2,136,885,923.3,549.4,24,LEFT,FALSE,2.19,151.17,91.3,1044,827.2,500.3,2,136.58,920.3,551.7,1021,NONE
SRC01TE1,left,0,left,483,north_west,south_east,left,573,1,south_east,47,NONE,1188,3,144,1045,820.9,503.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,269,north_west,south_east,left,702,1,north_east,48,NONE,801,1,795,7,846.4,527.4,20,RIGHT,FALSE,1.47,25.51,73.34,821,914.2,488,1,92.78,850,518.7,802,.
SRC01TE1,left,0,left,269,north_west,south_east,left,702,1,north_east,48,NONE,946,2,125,822,899.6,491.3,17,LEFT,FALSE,1.07,-165.59,62.74,963,843.7,507.6,2,81.73,893.8,494.7,947,NONE
SRC01TE1,left,0,left,269,north_west,south_east,left,702,1,north_east,48,NONE,1112,3,149,964,846,508.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,365,north_west,south_east,left,566,1,south_east,49,NONE,988,1,982,7,820.9,515,14,RIGHT,FALSE,0.61,5.01,43.76,1002,840.8,508.6,1,47.81,811.2,511.2,989,.
SRC01TE1,left,0,left,365,north_west,south_east,left,566,1,south_east,49,NONE,1066,2,64,1003,829.2,506.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,447,north_west,south_east,left,679,1,north_east,50,NONE,973,1,967,7,836.1,525.2,19,UP,FALSE,0.58,64.2,30.67,992,840.7,497.1,1,50.97,828.4,522.6,974,.
SRC01TE1,left,0,left,447,north_west,south_east,left,679,1,north_east,50,NONE,1260,2,268,993,825.7,505.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,356,north_west,south_east,right,616,1,south_west,51,AFTER,929,1,923,7,836.4,516.9,177,UP,TRUE,1.42,82.75,8.04,1106,836.3,435.6,1,851.43,827.6,504.1,930,.
SRC01TE1,right,0,right,422,north_west,south_east,None,1002,0,south_east,52,NONE,1000,1,994,7,839.2,524.1,17,RIGHT,FALSE,0.84,3.09,49.44,1017,873.8,517,1,66.99,833.1,519.2,1001,.
SRC01TE1,right,0,right,422,north_west,south_east,None,1002,0,south_east,52,NONE,1561,2,544,1018,849.7,519.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,598,north_west,south_east,right,591,1,north_west,53,NONE,1323,1,1317,7,833.3,524.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,642,north_west,south_east,left,565,1,north_east,54,NONE,185,1,179,7,859.4,529.8,7,.,FALSE,0.28,174.18,40.56,192,842.9,533.3,1,35.35,856.6,534.7,186,.
SRC01TE1,left,0,left,642,north_west,south_east,left,565,1,north_east,54,NONE,1341,2,1149,193,830.3,542.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,left,0,left,587,north_west,south_east,left,651,1,north_east,55,NONE,1149,1,1143,7,842.7,542.3,22,.,FALSE,0.37,62.1,16.83,1171,856.3,522.6,1,61.25,847.9,538.5,1150,.
SRC01TE1,left,0,left,587,north_west,south_east,left,651,1,north_east,55,NONE,1372,2,201,1172,843.8,532.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
SRC01TE1,right,0,right,448,north_west,south_east,right,534,1,south_east,56,NONE,1116,1,1110,7,832.1,563.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SRC01TE1,left,0,left,384,north_west,south_east,left,709,1,north_west,57,NONE,905,1,899,7,841.9,519.6,21,LEFT,FALSE,1.23,155.15,58.75,926,778.5,487.3,1,80.68,832.8,512.5,906,.
SRC01TE1,left,0,left,384,north_west,south_east,left,709,1,north_west,57,NONE,1106,2,180,927,768.2,483.8,21,RIGHT,FALSE,1.54,-17.48,73.39,1127,836.5,504.9,2,111.26,765.2,482.4,1107,NONE
SRC01TE1,left,0,left,384,north_west,south_east,left,709,1,north_west,57,NONE,1228,3,101,1128,823.4,503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NONE
